MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,TypeOfWork,FundingYear,ContractId, ApprovedBudgetFor , ContractCost ,ActualCompletionDate,Contractor1,Contractor2,Contractor3,ContractorCount,StartDate,ProvincialCapital
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Atok (Benguet),Benguet 2nd District Engineering Office,P00620809LZ,Construction of Flood Mitigation Structure,2022,22PF0025," ?51,920,860.00 "," ?51,857,438.10 ",10/17/2022,Almond Engineering & Construction , Egb Construction Corporation (Formerly: Egb Construction),,2,3/8/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Atok (Benguet),Benguet 2nd District Engineering Office,P00639454LZ,Construction of Flood Mitigation Structure,2022,22PF0092," ?2,940,000.00 "," ?2,934,995.04 ",10/16/2022,Qpj General Engineering Construction And Supply,,,1,6/20/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Baguio City (Legislative District),,Baguio City District Engineering Office,P00525552LZ,Construction of Flood Mitigation Structure,2021,21PD0031," ?51,660,310.00 "," ?51,660,310.00 ",10/27/2022,Goldrich Construction & Trading,,,1,4/11/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Buguias (Benguet),Benguet 2nd District Engineering Office,P00620477LZ,Construction of Flood Mitigation Structure,2022,22PF0022," ?24,500,000.00 "," ?24,469,548.92 ",11/24/2022,Btcjr Construction And Engineering Services,,,1,4/12/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Buguias (Benguet),Benguet 2nd District Engineering Office,P00639460LZ,Construction of Flood Mitigation Structure,2022,22PF0110," ?49,000,000.00 "," ?48,990,442.38 ",5/27/2023,Cabuguiasan Builders,,,1,8/15/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Buguias (Benguet),Benguet 2nd District Engineering Office,P00726408LZ,Construction of Flood Mitigation Structure,2023,23PF0013," ?72,375,000.00 "," ?72,375,000.00 ",10/23/2023,Jyp General Construction , R.S. Sepian Construction & Trucking,,2,5/11/2023,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Buguias (Benguet),Benguet 2nd District Engineering Office,P00726409LZ,Construction of Flood Mitigation Structure,2023,23PF0012," ?72,375,000.00 "," ?72,324,030.27 ",12/22/2023,Mg Samidan Construction , Jan-Real Construction Services,,2,5/22/2023,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Buguias (Benguet),Benguet 2nd District Engineering Office,P00726410LZ,Construction of Flood Mitigation Structure,2023,23PF0025," ?96,500,000.00 "," ?96,500,000.00 ",12/26/2023,Mg Samidan Construction , Gelle Construction Services,,2,5/29/2023,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Buguias (Benguet),Benguet 2nd District Engineering Office,P00821532LZ,Construction of Flood Mitigation Structure,2024,24PF0027," ?29,400,000.00 "," ?29,352,752.80 ",7/25/2024,Norjohn Construction,,,1,4/2/2024,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Buguias (Benguet),Benguet 2nd District Engineering Office,P00845925LZ,Construction of Flood Mitigation Structure,2024,24PF0037," ?49,500,000.00 "," ?49,480,290.00 ",8/21/2024,Almond Engineering & Construction,,,1,4/29/2024,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Buguias (Benguet),Benguet 2nd District Engineering Office,P00821131LZ,Construction of Flood Mitigation Structure,2024,24PF0020," ?67,550,000.00 "," ?67,462,363.43 ",7/25/2024,Djy Construction , Norjohn Construction,,2,5/15/2024,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Buguias (Benguet),Benguet 2nd District Engineering Office,P00821129LZ,Construction of Flood Mitigation Structure,2024,24PF0029," ?62,725,000.00 "," ?62,628,581.73 ",10/22/2024,Djy Construction , Norjohn Construction,,2,6/14/2024,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Buguias (Benguet),Benguet 2nd District Engineering Office,P00821533LZ,Construction of Flood Mitigation Structure,2024,24PF0034," ?19,600,000.00 "," ?19,550,030.78 ",11/20/2024,Gelle Construction Services,,,1,7/1/2024,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Kibungan (Benguet),Benguet 2nd District Engineering Office,P00639458LZ,Construction of Flood Mitigation Structure,2022,22PF0049," ?29,400,000.00 "," ?29,400,000.00 ",11/18/2022,M.P. Taberao Construction Services And Supplies,,,1,4/17/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Bokod (Benguet),Benguet 1st District Engineering Office,P00621000LZ,Construction of Flood Mitigation Structure,2022,22PE0007," ?24,500,000.00 "," ?23,765,066.81 ",11/11/2022,Cliff Construction & Aggregates,,,1,5/10/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Bokod (Benguet),Benguet 1st District Engineering Office,P00639445LZ,Construction of Flood Mitigation Structure,2022,22PE0042," ?19,600,000.00 "," ?19,510,507.33 ",11/29/2022,Polo Engineering & Construction,,,1,6/22/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Bokod (Benguet),Benguet 1st District Engineering Office,P00639449LZ,Construction of Flood Mitigation Structure,2022,22PE0052," ?9,800,000.00 "," ?9,789,790.48 ",12/5/2022,Ag Chungalan Construction,,,1,6/22/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Bokod (Benguet),Benguet 1st District Engineering Office,P00821530LZ,Construction of Flood Mitigation Structure,2024,24PE0044," ?39,200,000.00 "," ?39,197,620.93 ",10/28/2024,Universal De Leon Construction And Aggregates,,,1,6/3/2024,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Bokod (Benguet),Benguet 1st District Engineering Office,P00848608LZ,Construction of Flood Mitigation Structure,2024,24PE0063," ?69,300,000.00 "," ?69,235,331.85 ",12/16/2024,M.P. Taberao Construction Services And Supplies,,,1,6/19/2024,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Tublay (Benguet),Benguet 2nd District Engineering Office,P00639459LZ,Construction of Flood Mitigation Structure,2022,22PF0088," ?9,800,000.00 "," ?9,789,992.93 ",12/22/2022,Tribal Movers Construction,,,1,6/14/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Sablan (Benguet),Benguet 1st District Engineering Office,P00639451LZ,Construction of Slope Protection Structure,2022,22PE0093," ?14,700,000.00 "," ?14,688,347.00 ",12/1/2023,Universal De Leon Construction And Aggregates,,,1,9/7/2022,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Ifugao (Legislative District),Baguio City (Benguet),Ifugao 2nd District Engineering Office,P00736180LZ,Construction of Slope Protection Structure,2023,23PJ0013," ?19,557,230.50 "," ?19,600,000.00 ",9/20/2023,Jly Construction,,,1,5/8/2023,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Mankayan (Benguet),Benguet 2nd District Engineering Office,P00820736LZ,Construction of Flood Mitigation Structure,2024,24PF0023," ?14,700,000.00 "," ?14,691,603.00 ",6/19/2024,Layad General Engineering Construction And Aggregates,,,1,2/26/2024,La Trinidad
Luzon,Cordillera Administrative Region,Benguet,Benguet (Legislative District),Kapangan (Benguet),Benguet 2nd District Engineering Office,P00824668LZ,Construction of Flood Mitigation Structure,2024,24PF0033," ?14,700,000.00 "," ?14,670,528.86 ",9/23/2024,Dj And C Construction Services,,,1,6/20/2024,La Trinidad
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561502LZ,Construction of Flood Mitigation Structure,2021,21PA0254," ?97,999,827.95 "," ?96,497,238.95 ",9/24/2022,St. Timothy Construction Corporation,,,1,12/28/2021,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561504LZ,Construction of Flood Mitigation Structure,2021,21PA0232," ?98,000,000.00 "," ?96,497,003.85 ",9/24/2022,St. Timothy Construction Corporation,,,1,12/28/2021,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561506LZ,Construction of Flood Mitigation Structure,2021,21PA0252," ?98,000,000.00 "," ?96,497,977.23 ",9/26/2022,"Phesco, Incorporated",,,1,12/28/2021,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561509LZ,Construction of Flood Mitigation Structure,2021,21PA0221," ?98,000,000.00 "," ?96,498,000.00 ",9/24/2022,Sej Construction & Aggregates , Egb Construction Corporation (Formerly: Egb Construction),,2,12/28/2021,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561512LZ,Construction of Flood Mitigation Structure,2021,21PA0225," ?97,999,911.98 "," ?96,498,000.00 ",10/1/2022,"Phesco, Incorporated",,,1,12/28/2021,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561517LZ,Construction of Flood Mitigation Structure,2021,21PA0237," ?97,999,983.85 "," ?96,496,961.02 ",11/21/2022,739 Builders,,,1,12/28/2021,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561497LZ,Construction of Flood Mitigation Structure,2021,21PA0220," ?48,999,808.84 "," ?48,997,500.00 ",7/12/2022,St. Timothy Construction Corporation,,,1,1/7/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561500LZ,Construction of Flood Mitigation Structure,2021,21PA0247," ?49,000,000.00 "," ?48,997,244.21 ",9/7/2022,R.A. Fanglayan (Raf) General Construction Inc. (Formerly:Raf General Construction),,,1,1/7/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561511LZ,Construction of Flood Mitigation Structure,2021,21PA0235," ?48,999,985.61 "," ?48,997,000.00 ",7/24/2022,St. Timothy Construction Corporation,,,1,1/7/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561513LZ,Construction of Flood Mitigation Structure,2021,21PA0224," ?48,999,958.81 "," ?48,998,000.00 ",7/21/2022,"Phesco, Incorporated",,,1,1/7/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561499LZ,Construction of Flood Mitigation Structure,2021,21PA0226," ?97,999,929.55 "," ?96,500,000.00 ",10/8/2022,739 Builders,,,1,1/11/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561505LZ,Construction of Flood Mitigation Structure,2021,21PA0242," ?97,999,951.72 "," ?96,497,024.03 ",7/21/2022,St. Timothy Construction Corporation,,,1,1/13/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561514LZ,Construction of Flood Mitigation Structure,2021,21PA0253," ?97,999,990.00 "," ?96,497,036.15 ",7/28/2022,St. Timothy Construction Corporation,,,1,1/17/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561489LZ,Construction of Flood Mitigation Structure,2021,21PA0236," ?48,999,802.15 "," ?48,997,193.69 ",10/5/2022,R.A. Fanglayan (Raf) General Construction Inc. (Formerly:Raf General Construction),,,1,1/20/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561519LZ,Construction of Flood Mitigation Structure,2021,21PA0233," ?29,399,855.69 "," ?29,397,900.00 ",11/16/2022,St. Timothy Construction Corporation,,,1,3/29/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),,Abra District Engineering Office,P00561520LZ,Construction of Flood Mitigation Structure,2021,21PA0244," ?29,400,000.00 "," ?29,397,162.42 ",9/19/2022,A.D. Marrero General Construction,,,1,3/29/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00632782LZ,Construction of Flood Mitigation Structure,2022,21PA0240," ?49,000,000.00 "," ?48,997,500.00 ",7/21/2022,St. Timothy Construction Corporation,,,1,1/7/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00620985LZ,Construction of Flood Mitigation Structure,2022,22PA0076," ?48,999,972.12 "," ?48,997,900.00 ",10/22/2022,St. Timothy Construction Corporation,,,1,3/16/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00632779LZ,Construction of Flood Mitigation Structure,2022,22PA0079," ?48,999,965.06 "," ?49,497,900.00 ",9/27/2022,St. Timothy Construction Corporation,,,1,3/16/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00632765LZ,Construction of Flood Mitigation Structure,2022,22PA0093," ?48,999,909.19 "," ?46,352,378.91 ",12/8/2022,St. Timothy Construction Corporation,,,1,3/28/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00632772LZ,Construction of Flood Mitigation Structure,2022,22PA0085," ?49,000,000.00 "," ?49,497,515.89 ",12/8/2022,St. Timothy Construction Corporation,,,1,3/28/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00632773LZ,Construction of Flood Mitigation Structure,2022,22PA0088," ?48,999,959.12 "," ?49,497,500.00 ",10/9/2022,St. Timothy Construction Corporation,,,1,3/28/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00632778LZ,Construction of Flood Mitigation Structure,2022,22PA0084," ?48,999,964.35 "," ?49,497,900.00 ",10/19/2022,St. Timothy Construction Corporation,,,1,3/28/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00632774LZ,Construction of Flood Mitigation Structure,2022,22PA0089," ?48,999,950.92 "," ?49,497,500.00 ",11/10/2022,St. Timothy Construction Corporation,,,1,3/30/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00632781LZ,Construction of Flood Mitigation Structure,2022,22PA0090," ?48,999,974.62 "," ?49,497,500.00 ",10/11/2022,St. Timothy Construction Corporation,,,1,3/30/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00637008LZ,Construction of Flood Mitigation Structure,2022,22PA0077," ?96,499,903.01 "," ?96,497,818.75 ",1/31/2023,St. Timothy Construction Corporation,,,1,5/18/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00632770LZ,Construction of Flood Mitigation Structure,2022,22PA0099," ?48,999,905.92 "," ?49,497,500.00 ",12/5/2022,739 Builders,,,1,5/24/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00639321LZ,Construction of Flood Mitigation Structure,2022,22PA0078," ?96,500,000.00 "," ?96,497,900.00 ",1/24/2023,St. Timothy Construction Corporation,,,1,5/24/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00621616LZ,Construction of Flood Mitigation Structure,2022,22PA0140," ?48,999,983.87 "," ?48,997,900.00 ",11/28/2022,739 Builders,,,1,6/20/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00637009LZ,Construction of Flood Mitigation Structure,2022,22PA0108," ?96,499,992.73 "," ?96,497,000.00 ",12/5/2022,739 Builders,,,1,6/20/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00637061LZ,Construction of Flood Mitigation Structure,2022,22PA0211," ?48,999,712.60 "," ?48,997,500.00 ",12/22/2022,739 Builders,,,1,7/20/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00637012LZ,Construction of Flood Mitigation Structure,2022,22PA0344," ?96,499,940.76 "," ?96,497,500.00 ",7/11/2023,Mg Samidan Construction,,,1,12/1/2022,Bangued
Luzon,Cordillera Administrative Region,Abra,Abra (Legislative District),La Paz (Abra),Abra District Engineering Office,P00637010LZ,Construction of Flood Mitigation Structure,2022,22PA0228," ?96,499,974.86 "," ?92,109,279.07 ",10/1/2023,739 Builders,,,1,12/28/2022,Bangued
